info,score,generated_answer,detailed_generated_answer,answer,explanation,question
111年學測-自然科第35題,0.0,B,                         正確的答案：(B)                           解釋：(A)鰻幼魚具有感測光敏器，能辨識光與陰影，不可能被動漂游。(B)正確。(C)以日本為基準，臺灣鰻苗漁汛會提早一天。(D)鰻的幼魚會利用溫度梯度移動，不是以黑潮移動。(E)涉及養殖技術。,C,(C)已知黑潮平均流速約1 m／s，日本九州相距臺灣東部約1300公里，黑潮的時速可換算成1*3600 1000=3.6 km／hr，1300公里約360個小時，約15天後才會到達日本九州。題目中沒有告知日本九州與臺灣的距離，選項指出臺灣鰻苗魚汛比九州提早1∼2天，但因兩天黑潮約僅移動170公里，因此不符合日本九州與臺灣東部的距離。,日本鰻在河川中成長，將成熟時，洄游數千公里到馬里亞納群島海域產卵。孵化後，幼 魚隨北赤道洋流與黑潮漂游到近岸，再游進河川。每年冬季都可見日本、韓國、臺灣、 大陸等地漁民於沿岸捕撈鰻苗供養殖所需。 根據短文，以下推論何者有顯著錯誤? (A)若鰻的幼魚被動地隨著黑潮漂送，則鰻苗於東亞的分布情形可以反應黑潮的流況分布 (B)福建海岸及臺灣西岸冬季都可能捕撈到鰻苗，表示黑潮水於冬季時會進入臺灣海峽 (C)已知黑潮平均流速約1 m/s，相對於日本九州海岸，臺灣鰻苗漁汛多半提早一至兩天 (D)鰻的幼魚利用黑潮移動，所以在日本、韓國、臺灣、大陸等地都可以捕撈鰻苗 (E)近岸海水及河流的污染，及生態環境破壞，可能是鰻魚產量變少的原因之一 
111年學測-自然科第36題,0.0,B,                         正確的答案：(B)                                ### 解釋： 要使黑潮水與河水(鹽度1%)混合，使表面之鹽度為25%，依半對數指標反推，可得(B)選項其混和比例為2:3。 ,A,化學：假設黑潮水的重量為X克，河水的重量為Y克，則 X*33‰+Y*1‰ X+Y =25‰，解得X：Y=3：1。  地科：這是一題混合稀釋的計算題，設黑潮水重量為X，河水重量為Y。依題目可列式為：0.033X+0.001Y=0.025*（X+Y），求得：X Y=3 1，則黑潮水：河水的重量比為3：1。,日本鰻在河川中成長，將成熟時，洄游數千公里到馬里亞納群島海域產卵。孵化後，幼 魚隨北赤道洋流與黑潮漂游到近岸，再游進河川。每年冬季都可見日本、韓國、臺灣、 大陸等地漁民於沿岸捕撈鰻苗供養殖所需。 鰻魚可感知鹽度以找尋適當河川。已知表層之黑潮水鹽度為 33 ‰，河水鹽度為 1 ‰， 假設水體充分混合，當鰻魚所在水域之鹽度為 25 ‰時，黑潮水與河水混合的重量比例 為何?(A)3:1 (B)2:3 (C)1:1 (D)3:2 (E)1:2 
111年學測-自然科第39題,0.1999999999999999,AE,                         正確的答案：(A)(E)                                ### 解釋：(A)為質量平衡的問題，要取得當日日高、日低、起、終兩天候的數據，計算差值即為風速尖升指數。(B)為二分體，需測風、溫度、輻射及水深，故最困難。(C)僅需測風、溫度、輻射即可反推波高導數，故最簡單。,AD, (A)(D) 黑碳可以懸浮於大氣中，若要估計黑碳對地球氣溫影響的程度，應收集大氣中黑碳的總量與單位重量黑碳微粒所吸收太陽輻射的量。(B)已經沉積在地殼中的黑碳無法推估目前黑碳對氣溫的影響。(C)黑碳的總量對氣溫的影響可能較為直接，並非分子量。(E)黑碳的來源不只有家用烹調與暖氣，工廠和交通工具的來源更不 容小覷。,黑碳是指生質或化石燃料經不完全燃燒形成的產物，可經過幾千年到幾百萬年，不易分 解。小芊想測量古地質樣品中的黑碳，老師告訴小芊，樣品中還有許多含碳物質，如動 植物殘骸、化石燃料及油母質等，會影響黑碳含量的評估，因此必須先分離出不是屬於 黑碳的碳質。油母質是指動植物遺骸(通常是藻類或木質植物)在地下深處被細菌分解， 除去醣類、脂肪酸及胺基酸後，殘留下不溶於有機溶劑的高分子聚合物。 燃燒煤或有機生質產生的黑碳可以懸浮於大氣中，形成懸浮微粒，並影響地球氣溫。若 要估計黑碳對地球氣溫影響的程度，應該蒐集下列哪些資料比較合理?(應選 2 項) (A)大氣中黑碳的總量(B)沉積於地殼中黑碳的總量 (C)黑碳中含碳分子的分子量 (D)單位重量黑碳微粒所吸收太陽輻射的量 (E)家用烹調與暖氣加熱所排放出的黑碳總量 
111年學測-自然科第42題,0.1999999999999999,ADE,                         正確的答案：(A)(D)(E)                                ### 解釋：                                (A)火山噴發會釋放出岩石圈中二氧化碳。                                (B)植物在進行 photosynthesis 會釋放出氧氣，進行呼吸作用則會釋放二氧化碳。                                (C)海水無法溶入二氧化碳，而是二氧化碳通常會溶出至海水。                                (D)扣除人類活動影響，大氣中二氧化碳的比例從地球誕生以來確實有大幅度的改變。                                (E)人類大量使用化石燃料，將大量二氧化碳釋放到大氣中，破壞了原有的碳循環平衡。                        因此選(A)(D)(E)。,ABE,(C)海水對二氧化碳的溶解度有其上限，並非無限制。 (D)二氧化碳的比例受氣溫、火山爆發及海洋大小等的影響，原始大氣中有高比例的二氧化碳，溶解於海洋後逐漸減少，比例並非無大幅度改變。,黑碳是指生質或化石燃料經不完全燃燒形成的產物，可經過幾千年到幾百萬年，不易分 解。小芊想測量古地質樣品中的黑碳，老師告訴小芊，樣品中還有許多含碳物質，如動 植物殘骸、化石燃料及油母質等，會影響黑碳含量的評估，因此必須先分離出不是屬於 黑碳的碳質。油母質是指動植物遺骸(通常是藻類或木質植物)在地下深處被細菌分解， 除去醣類、脂肪酸及胺基酸後，殘留下不溶於有機溶劑的高分子聚合物。 「碳循環」有地球的控溫系統之稱，下列有關碳循環的敘述哪些正確?(應選 3 項) (A)火山噴發會將岩石圈內的二氧化碳釋放至大氣中 (B)植物會進行消除二氧化碳的作用，也會進行呼吸作用釋放二氧化碳 (C)海水可無限制地溶入二氧化碳，藉由溫鹽環流帶往深海，再將其封存於岩石圈 (D)扣除人類活動影響，大氣中二氧化碳的比例從地球誕生以來無大幅度改變 (E)人類大量使用化石燃料，將大量二氧化碳釋放到大氣中，破壞了原有的碳循環平衡 
111年學測-自然科第47題,0.0,AB,                         正確的答案：(A)(B)                                ### 解釋：(C)病毒沒有細胞結構，但並非因此而被排除在生物分類系統之外，而是因為它們沒有三域的共同特徵。 (D) 基因重組與evolution的關係為何？  (E) SARS-CoV-2的學名符合二名法，「SARS」為病原體的代號，「2」為第一個發現的序號。 因此選(A)(B)。 ,CD,(A)(C)病毒直徑多為10∼300 nm，但這不是未納入生物三域分類系統的原因，而是病毒無細胞構造，不符合細胞學說。且要有寄主才能表現生命現象，否則如同無生命有機物，此介於生命與無生命間的特性也很難納入分類系統。此外，病毒的起源目前仍未確認，故與生命樹的關係自然不明。(B) 冠狀病毒屬於RNA病毒，但這與能否納入生物分類系統無關。(D) 當基因重組頻率過高時，基因序列的相似性大為下降，釐清演化關係會變得困難。(E)無關。,"新冠肺炎(Coronavirus Disease 2019, COVID-19)是由SARS-CoV-2導致的傳染性肺炎， 並且引發全球大流行之疫情。依據您所學的生物學知識及最近社會大眾對病毒、疫苗及 疫情之關心及問題探討有關冠狀病毒在目前三域生物分類系統歸類的敘述，哪些正確?(應選 2 項) (A)此病毒長度通常小於1 μm，長度太小是目前生物分類系統未將病毒列入的原因 (B)此病毒之核心不具DNA，是被排除在目前生物分類系統之外的主要原因 (C)此病毒缺乏基本的細胞結構，故尚待分類學者引入生物分類系統 (D)此病毒的基因重組現象相當高，故較不適於分析同源結構來重建其演化關係 (E)此病毒SARS-CoV-2未使用二名法為學名，是目前尚未將它納入生物系統之主因 "
110年學測-自然科第2題,0.0,D,                         正確的答案：D                           解釋：(A)甲為細精管中裸子細胞(丙)為精蛋(丙)具有單套染色體。 (B)乙為管狀細胞。 (C)由生科知識：乙並非由甲特化形成。 (D)由生科知識： 丙具有減數分裂能力。 因此選(D)。,E,解題關鍵：甲是能分泌雄性激素的間質細胞(萊氏細胞)；乙是細精管內的精原細胞；丙是精子。 (A) 甲不是，乙、丙才是生殖細胞。 (B) 丙為單套細胞。 (C) 乙屬於生殖細胞，甲為內分泌細胞，因此，乙不會由甲特化形成。 (D) 丙是已經完成減數分裂的細胞無法再進行減數分裂。 ,	顯微鏡下觀察兔子睪丸切片，可看到 3 型細胞如下: 甲、位於細精管間的細胞乙、靠近細精管壁內緣的細胞 丙、靠近細精管腔，蝌蚪形的細胞 有關這3型細胞的敘述，何者正確?(A)甲、丙為生殖細胞 (B)丙具有雙套染色體 (C)乙是甲特化形成 (D)丙具減數分裂能力 
110年學測-自然科第3題,0.0,C,                         正確的答案：(C)                                ### 解釋： (A)夏至，日經線 23.5°N，此植物在高緯度地區會超過臨界日長開花。 (B)春分，日經線 66.5°N，此植物在高緯度地區不會開花。 (C)冬至，日經線 23.5°S，此植物在高緯度地區會超過臨界日長不開花。 (D)夏至，日經線 23.5°N，此植物在高緯度地區會超過臨界日開花。 (E)秋分，日經線 66.5°S，此植物在南半球高緯度地區不會超過臨界日長開花。 因此選(C)。 ,D,某植物是臨界日長為13小時的短日照植物，其需要在夜長超過11小時的環境下，才會促進開花。夏至時在北半球高緯度地區的日照時間會增長，易超過13小時，使夜常容易少於11小時，故最不容易開花。 ABC則是在赤道地區，其夜長和日照時間都是12小時，所以，仍會促進該植物開花。 ,	某短日照植物的臨界日長為 13 小時，若其開花僅受光週期的影響，此植物在哪 一情況最不易開花?(A)夏至時在赤道 (B)春分時在赤道(C)冬至時在赤道 (D)夏至時在北半球高緯度地區 (E)秋分時在南半球高緯度地區 
110年學測-自然科第5題,0.0,E,                         正確的答案：(E)                                ### 解釋：(A)呼吸作用為氧化還原反應，有氧氣被氧化，葡萄糖被氧化成二氧化碳。 (B)沉積成為煤為氧化反應，煤燃燒為還原反應。 (C)石油燃燒為氧化反應。 (D)二氧化碳為氧化物，與還原物鈣離子反應為氧化反應。 (E)光合作用為 photosynthesis，不需要氧化還原反應。 因此選(E)。 ,D,(A) 葡萄糖發生氧化反應，氧氣發生還原反應。 (B) 碳水化合物→C，氧化數發生改變，為氧化還原反應。 (C) 燃燒為氧化還原反應。 (D) 𝐶𝑂2 +𝐻2𝑂 ↔ 𝐻2𝐶𝑂3 𝐻2𝐶𝑂3 ↔ 2𝐻++𝐶𝑂3 2− 𝐶𝑎2+ +𝐶𝑂3 2− → 𝐶𝑎𝐶𝑂3(𝑆)沉澱反應 過程中氧化數都沒有改變，不是氧化還原反應。 (E)氧化數改變，為氧化還原反應。 ,	自然界中，氧化還原反應扮演著重要的角色，下列有關碳循環的過程，何者沒有 牽涉到氧化還原反應? (A)細胞呼吸是利用葡萄糖反應產生二氧化碳，並釋出能量 (B)生物體內的碳水化合物逐漸在地層中沉積，最後轉變成煤 (C)煤和石油在空氣中燃燒產生二氧化碳 (D)二氧化碳溶於水，與鈣離子( Ca2+)結合，以碳酸鈣沉澱的方式積存於海底 (E)二氧化碳經由光合作用轉變為葡萄糖，並釋放出氧氣 
110年學測-自然科第6題,0.0,BE,                         正確的答案：(B)(E)                                ### 解釋：                                (A)人體血漿的pH值為7.4，因此不會使用藍色石蕊試紙。  (B)制酸劑的作用就是中和過酸的胃液，使pH值上升，符合使用藍色石蕊試紙的條件。  (C)鹽酸為強酸，石蕊試紙酸鹼值受酸鹼反應影響，會由紅色變為藍色。  (D)油相的乙酸乙酯為非極性分子，石蕊試紙為極性分子，兩者不相溶，故試紙不會變成藍色。  (E) 6.4的溶液符合藍色石蕊試紙會呈現的顏色。 因此選(B)(E)。 ,B,(A) 血漿弱鹼性。 (B) 胃乳液為弱鹼性。 (C) 鹽酸為酸性，藍色石蕊試紙變紅色。 (D) 乙酸乙酯為中性，石蕊試紙不變色。 (E) pH6.4 為酸性，紅色石蕊試紙不變色。 ,	石蕊在 pH 小於 4.5 與大於 8.3 的溶液中分別呈現紅色與藍色，將白色濾紙分別 浸置其中，晾乾可得紅色與藍色石蕊試紙。下列敘述何者正確? (A)人體血漿滴在藍色石蕊試紙上，試紙變成紅色 (B)市售胃乳液(含制酸劑)滴在潤溼的紅色石蕊試紙上，試紙變成藍色 (C)以石蕊試紙測試10 mL的鹽酸，因酸鹼反應，試紙變成白色 (D)將乙酸乙酯滴在潤溼的紅色石蕊試紙上，試紙變成藍色 (E) pH 6.4的水溶液滴在紅色石蕊試紙上，試紙變成藍色 
110年學測-自然科第8題,0.0,BE,"                         正確的答案：(B)(E)                                ### 解釋：(A) 同位素指相同的原子序但不同的中子數。 (B) 硼Atomic number = 5, Atomic mass = 10.81 →中子數= 5-2-2=1。 (C) 價電子數=原子序=5。 (D) BH3為原子化合物，不符合八隅體規則。 (E) NH4BF4為離子化合物。 故選(B)(E)。",D,(A) 𝐵 5 10 及 𝐵 5 11 (同位素)。 (B)中子數有5個及6個。 (C)價電子3個。 (D)BH3有六個價電子，不滿足八隅體。 (E)有 NH4+和 BF4－為離子化合物。,	硼的原子序為 5，平均原子量為 10.81。下列關於硼及其化合物的敘述，何者正 確? (A)沒有同位素 (B)中子數為5 (C)價電子數為2 (D) BH3 不符合八隅體規則 ( E ) NH 4 BF4 為 分 子 化 合 物 
110年學測-自然科第9題,0.0,B,                         正確的答案：B                                ### 解釋： 依據題目中敘述，丙烯的標準莫耳燃燒熱為-2060 kJ，丙醛為-1990 kJ，丙酮為-1790 kJ，丙酸為-1530 kJ，因此四化合物的標準莫耳生成熱的大小順序為丙酸<丙醛<丙酮<丙烯。 ,A,𝐶3𝐻6+9 2 𝑂2 →3𝐶𝑂2+3𝐻2𝑂 𝐶3𝐻6𝑂 +4𝑂2 → 3𝐶𝑂2+3𝐻2𝑂 𝐶3𝐻6𝑂 +4𝑂2 → 3𝐶𝑂2+3𝐻2𝑂 𝐶3𝐻6𝑂2 +7 2 𝑂2 →3𝐶𝑂2+3𝐻2𝑂 代入△H＝生生－反生 可得生成熱為丙烯>丙醛>丙酮>丙酸，答案為(A)。 ,	丙烯( C3H6 )、丙醛( C3H6O)、丙酮( C3H6O)和丙酸( C3H6O2 )之標準莫耳 燃 燒 熱 分 別 為 -2060 、 -1990 、 -1790 和 -1530 kJ 。 此 四 化 合 物 標 準 莫 耳 生 成 熱 的 大 小順序，下列何者正確?(A)丙酸<丙酮<丙醛<丙烯 (B)丙酸<丙醛<丙酮<丙烯 (C)丙酸<丙醛<丙烯<丙酮 (D)丙烯<丙醛<丙酮<丙酸 (E)丙烯<丙酸<丙酮<丙醛 
110年學測-自然科第10題,0.0,B,                         正確的答案：(B)                                ### 解釋： (A)石英砂不含半導體元素。(B)半導體材料中，有含鉛的化合物(C) CaCl2不屬於半導體材料，且不溶於水，也不含人體不可缺的元素。(D) Fe(OH)3不屬於半導體材料。    ,A,半導體工業的重要元素為矽，石英砂為SiO2，與題幹「另一元素是人體不可獲缺的成分之一」亦符合。 ,	某 物 質 不 溶 於 水，富 含 一 種 半 導 體 工 業 所 需 的 重 要 元 素，且 所 含 另 一 元 素 是 人 體 不可或缺的成分之一。下列何者最符合以上所述?(A)石英砂 (B)硫化鉛 (C)氯化鈣 (D)氧化鐵 (E)大理石 
